County,MSA,State,State_county,State_msa
FORT MYERS,FORT MYERS,FL,"FL,FORT MYERS","FL,FORT MYERS"
GAINESVILLE,GAINESVILLE,FL,"FL,GAINESVILLE","FL,GAINESVILLE"
JACKSONVILLE,JACKSONVILLE,FL,"FL,JACKSONVILLE","FL,JACKSONVILLE"
LAKELAND,LAKELAND,FL,"FL,LAKELAND","FL,LAKELAND"
MELBOURNE,MELBOURNE,FL,"FL,MELBOURNE","FL,MELBOURNE"
MIAMI,MIAMI,FL,"FL,MIAMI","FL,MIAMI"
ORLANDO,ORLANDO,FL,"FL,ORLANDO","FL,ORLANDO"
PANAMA CITY,PANAMA CITY,FL,"FL,PANAMA CITY","FL,PANAMA CITY"
PENSACOLA,PENSACOLA,FL,"FL,PENSACOLA","FL,PENSACOLA"
SARASOTA,SARASOTA,FL,"FL,SARASOTA","FL,SARASOTA"
ST. PETERSBURG,ST. PETERSBURG,FL,"FL,ST. PETERSBURG","FL,ST. PETERSBURG"
TALLAHASSEE,TALLAHASSEE,FL,"FL,TALLAHASSEE","FL,TALLAHASSEE"
TAMPA,TAMPA,FL,"FL,TAMPA","FL,TAMPA"
WEST PALM BEACH,WEST PALM BEACH,FL,"FL,WEST PALM BEACH","FL,WEST PALM BEACH"
ALBANY,ALBANY,GA,"GA,ALBANY","GA,ALBANY"
ATHENS,ATHENS,GA,"GA,ATHENS","GA,ATHENS"
ATLANTA,ATLANTA,GA,"GA,ATLANTA","GA,ATLANTA"
AUGUSTA,AUGUSTA,GA,"GA,AUGUSTA","GA,AUGUSTA"
COLUMBUS,COLUMBUS,GA,"GA,COLUMBUS","GA,COLUMBUS"
DALTON,DALTON,GA,"GA,DALTON","GA,DALTON"
GAINESVILLE,GAINESVILLE,GA,"GA,GAINESVILLE","GA,GAINESVILLE"
MACON,MACON,GA,"GA,MACON","GA,MACON"
SAVANNAH,SAVANNAH,GA,"GA,SAVANNAH","GA,SAVANNAH"
STATESBORO,STATESBORO,GA,"GA,STATESBORO","GA,STATESBORO"
VALDOSTA,VALDOSTA,GA,"GA,VALDOSTA","GA,VALDOSTA"
WAYCROSS,WAYCROSS,GA,"GA,WAYCROSS","GA,WAYCROSS"
HILO,HILO,HI,"HI,HILO","HI,HILO"
HONOLULU,HONOLULU,HI,"HI,HONOLULU","HI,HONOLULU"
STATES & POSS.,STATES & POSS.,HI,"HI,STATES & POSS., GUAM","HI,STATES & POSS., GUAM"
BOISE,BOISE,ID,"ID,BOISE","ID,BOISE"
COEUR D'ALENE,COEUR D'ALENE,ID,"ID,COEUR D'ALENE","ID,COEUR D'ALENE"
IDAHO FALLS,IDAHO FALLS,ID,"ID,IDAHO FALLS","ID,IDAHO FALLS"
LEWISTON,LEWISTON,ID,"ID,LEWISTON","ID,LEWISTON"
POCATELLO,POCATELLO,ID,"ID,POCATELLO","ID,POCATELLO"
TWIN FALLS,TWIN FALLS,ID,"ID,TWIN FALLS","ID,TWIN FALLS"
BLOOMINGTON,BLOOMINGTON,IL,"IL,BLOOMINGTON","IL,BLOOMINGTON"
CARBONDALE,CARBONDALE,IL,"IL,CARBONDALE","IL,CARBONDALE"
CENTRALIA,CENTRALIA,IL,"IL,CENTRALIA","IL,CENTRALIA"
CHAMPAIGN,CHAMPAIGN,IL,"IL,CHAMPAIGN","IL,CHAMPAIGN"
CHICAGO,CHICAGO,IL,"IL,CHICAGO","IL,CHICAGO"
DECATUR,DECATUR,IL,"IL,DECATUR","IL,DECATUR"
EAST ST. LOUIS,EAST ST. LOUIS,IL,"IL,EAST ST. LOUIS","IL,EAST ST. LOUIS"
EFFINGHAM,EFFINGHAM,IL,"IL,EFFINGHAM","IL,EFFINGHAM"
GALESBURG,GALESBURG,IL,"IL,GALESBURG","IL,GALESBURG"
JOLIET,JOLIET,IL,"IL,JOLIET","IL,JOLIET"
KANKAKEE,KANKAKEE,IL,"IL,KANKAKEE","IL,KANKAKEE"
LA SALLE,LA SALLE,IL,"IL,LA SALLE","IL,LA SALLE"
NORTH SUBURBAN,NORTH SUBURBAN,IL,"IL,NORTH SUBURBAN","IL,NORTH SUBURBAN"
PEORIA,PEORIA,IL,"IL,PEORIA","IL,PEORIA"
QUINCY,QUINCY,IL,"IL,QUINCY","IL,QUINCY"
ROCK ISLAND,ROCK ISLAND,IL,"IL,ROCK ISLAND","IL,ROCK ISLAND"
ROCKFORD,ROCKFORD,IL,"IL,ROCKFORD","IL,ROCKFORD"
SOUTH SUBURBAN,SOUTH SUBURBAN,IL,"IL,SOUTH SUBURBAN","IL,SOUTH SUBURBAN"
SPRINGFIELD,SPRINGFIELD,IL,"IL,SPRINGFIELD","IL,SPRINGFIELD"
ANDERSON,ANDERSON,IN,"IN,ANDERSON","IN,ANDERSON"
BLOOMINGTON,BLOOMINGTON,IN,"IN,BLOOMINGTON","IN,BLOOMINGTON"
COLUMBUS,COLUMBUS,IN,"IN,COLUMBUS","IN,COLUMBUS"
EVANSVILLE,EVANSVILLE,IN,"IN,EVANSVILLE","IN,EVANSVILLE"
FORT WAYNE,FORT WAYNE,IN,"IN,FORT WAYNE","IN,FORT WAYNE"
GARY,GARY,IN,"IN,GARY","IN,GARY"
INDIANAPOLIS,INDIANAPOLIS,IN,"IN,INDIANAPOLIS","IN,INDIANAPOLIS"
KOKOMO,KOKOMO,IN,"IN,KOKOMO","IN,KOKOMO"
LAFAYETTE,LAFAYETTE,IN,"IN,LAFAYETTE","IN,LAFAYETTE"
LAWRENCEBURG,LAWRENCEBURG,IN,"IN,LAWRENCEBURG","IN,LAWRENCEBURG"
MUNCIE,MUNCIE,IN,"IN,MUNCIE","IN,MUNCIE"
NEW ALBANY,NEW ALBANY,IN,"IN,NEW ALBANY","IN,NEW ALBANY"
SOUTH BEND,SOUTH BEND,IN,"IN,SOUTH BEND","IN,SOUTH BEND"
TERRE HAUTE,TERRE HAUTE,IN,"IN,TERRE HAUTE","IN,TERRE HAUTE"
WASHINGTON,WASHINGTON,IN,"IN,WASHINGTON","IN,WASHINGTON"
BURLINGTON,BURLINGTON,IA,"IA,BURLINGTON","IA,BURLINGTON"
CARROLL,CARROLL,IA,"IA,CARROLL","IA,CARROLL"
CEDAR RAPIDS,CEDAR RAPIDS,IA,"IA,CEDAR RAPIDS","IA,CEDAR RAPIDS"
COUNCIL BLUFFS,COUNCIL BLUFFS,IA,"IA,COUNCIL BLUFFS","IA,COUNCIL BLUFFS"
CRESTON,CRESTON,IA,"IA,CRESTON","IA,CRESTON"
DAVENPORT,DAVENPORT,IA,"IA,DAVENPORT","IA,DAVENPORT"
DECORAH,DECORAH,IA,"IA,DECORAH","IA,DECORAH"
DES MOINES,DES MOINES,IA,"IA,DES MOINES","IA,DES MOINES"
DUBUQUE,DUBUQUE,IA,"IA,DUBUQUE","IA,DUBUQUE"
FORT DODGE,FORT DODGE,IA,"IA,FORT DODGE","IA,FORT DODGE"
MASON CITY,MASON CITY,IA,"IA,MASON CITY","IA,MASON CITY"
OTTUMWA,OTTUMWA,IA,"IA,OTTUMWA","IA,OTTUMWA"
SHENANDOAH,SHENANDOAH,IA,"IA,SHENANDOAH","IA,SHENANDOAH"
SIBLEY,SIBLEY,IA,"IA,SIBLEY","IA,SIBLEY"
SIOUX CITY,SIOUX CITY,IA,"IA,SIOUX CITY","IA,SIOUX CITY"
SPENCER,SPENCER,IA,"IA,SPENCER","IA,SPENCER"
WATERLOO,WATERLOO,IA,"IA,WATERLOO","IA,WATERLOO"
BATESVILLE,BATESVILLE,KS,"KS,BATESVILLE","KS,BATESVILLE"
CAMDEN,CAMDEN,KS,"KS,CAMDEN","KS,CAMDEN"
FAYETTEVILLE,FAYETTEVILLE,KS,"KS,FAYETTEVILLE","KS,FAYETTEVILLE"
FORT SMITH,FORT SMITH,KS,"KS,FORT SMITH","KS,FORT SMITH"
HARRISON,HARRISON,KS,"KS,HARRISON","KS,HARRISON"
HOT SPRINGS,HOT SPRINGS,KS,"KS,HOT SPRINGS","KS,HOT SPRINGS"
JONESBORO,JONESBORO,KS,"KS,JONESBORO","KS,JONESBORO"
LITTLE ROCK,LITTLE ROCK,KS,"KS,LITTLE ROCK","KS,LITTLE ROCK"
PINE BLUFF,PINE BLUFF,KS,"KS,PINE BLUFF","KS,PINE BLUFF"
RUSSELLVILLE,RUSSELLVILLE,KS,"KS,RUSSELLVILLE","KS,RUSSELLVILLE"
TEXARKANA,TEXARKANA,KS,"KS,TEXARKANA","KS,TEXARKANA"
WEST MEMPHIS,WEST MEMPHIS,KS,"KS,WEST MEMPHIS","KS,WEST MEMPHIS"
ASHLAND,ASHLAND,KY,"KY,ASHLAND","KY,ASHLAND"
BOWLING GREEN,BOWLING GREEN,KY,"KY,BOWLING GREEN","KY,BOWLING GREEN"
CAMPTON,CAMPTON,KY,"KY,CAMPTON","KY,CAMPTON"
CORBIN,CORBIN,KY,"KY,CORBIN","KY,CORBIN"
COVINGTON,COVINGTON,KY,"KY,COVINGTON","KY,COVINGTON"
ELIZABETHTOWN,ELIZABETHTOWN,KY,"KY,ELIZABETHTOWN","KY,ELIZABETHTOWN"
FRANKFORT,FRANKFORT,KY,"KY,FRANKFORT","KY,FRANKFORT"
HAZARD,HAZARD,KY,"KY,HAZARD","KY,HAZARD"
HENDERSON,HENDERSON,KY,"KY,HENDERSON","KY,HENDERSON"
LEXINGTON,LEXINGTON,KY,"KY,LEXINGTON","KY,LEXINGTON"
LOUISVILLE,LOUISVILLE,KY,"KY,LOUISVILLE","KY,LOUISVILLE"
OWENSBORO,OWENSBORO,KY,"KY,OWENSBORO","KY,OWENSBORO"
PADUCAH,PADUCAH,KY,"KY,PADUCAH","KY,PADUCAH"
PIKEVILLE,PIKEVILLE,KY,"KY,PIKEVILLE","KY,PIKEVILLE"
SOMERSET,SOMERSET,KY,"KY,SOMERSET","KY,SOMERSET"
ALEXANDRIA,ALEXANDRIA,LA,"LA,ALEXANDRIA","LA,ALEXANDRIA"
BATON ROUGE,BATON ROUGE,LA,"LA,BATON ROUGE","LA,BATON ROUGE"
HAMMOND,HAMMOND,LA,"LA,HAMMOND","LA,HAMMOND"
LAFAYETTE,LAFAYETTE,LA,"LA,LAFAYETTE","LA,LAFAYETTE"
LAKE CHARLES,LAKE CHARLES,LA,"LA,LAKE CHARLES","LA,LAKE CHARLES"
MONROE,MONROE,LA,"LA,MONROE","LA,MONROE"
NEW ORLEANS,NEW ORLEANS,LA,"LA,NEW ORLEANS","LA,NEW ORLEANS"
SHREVEPORT,SHREVEPORT,LA,"LA,SHREVEPORT","LA,SHREVEPORT"
THIBODAUX,THIBODAUX,LA,"LA,THIBODAUX","LA,THIBODAUX"
AUGUSTA,AUGUSTA,ME,"ME,AUGUSTA","ME,AUGUSTA"
BANGOR,BANGOR,ME,"ME,BANGOR","ME,BANGOR"
BATH,BATH,ME,"ME,BATH","ME,BATH"
HOULTON,HOULTON,ME,"ME,HOULTON","ME,HOULTON"
KITTERY,KITTERY,ME,"ME,KITTERY","ME,KITTERY"
LEWISTON,LEWISTON,ME,"ME,LEWISTON","ME,LEWISTON"
MACHIAS,MACHIAS,ME,"ME,MACHIAS","ME,MACHIAS"
PORTLAND,PORTLAND,ME,"ME,PORTLAND","ME,PORTLAND"
ROCKLAND,ROCKLAND,ME,"ME,ROCKLAND","ME,ROCKLAND"
WATERVILLE,WATERVILLE,ME,"ME,WATERVILLE","ME,WATERVILLE"
ANNAPOLIS,ANNAPOLIS,MD,"MD,ANNAPOLIS","MD,ANNAPOLIS"
BALTIMORE,BALTIMORE,MD,"MD,BALTIMORE","MD,BALTIMORE"
COLLEGE PARK,COLLEGE PARK,MD,"MD,COLLEGE PARK","MD,COLLEGE PARK"
CUMBERLAND,CUMBERLAND,MD,"MD,CUMBERLAND","MD,CUMBERLAND"
EASTON,EASTON,MD,"MD,EASTON","MD,EASTON"
ELKTON,ELKTON,MD,"MD,ELKTON","MD,ELKTON"
HAGERSTOWN,HAGERSTOWN,MD,"MD,HAGERSTOWN","MD,HAGERSTOWN"
SALISBURY,SALISBURY,MD,"MD,SALISBURY","MD,SALISBURY"
SILVER SPRING,SILVER SPRING,MD,"MD,SILVER SPRING","MD,SILVER SPRING"
WALDORF,WALDORF,MD,"MD,WALDORF","MD,WALDORF"
BOSTON,BOSTON,MA,"MA,BOSTON","MA,BOSTON"
BROCKTON,BROCKTON,MA,"MA,BROCKTON","MA,BROCKTON"
BUZZARDS BAY,BUZZARDS BAY,MA,"MA,BUZZARDS BAY","MA,BUZZARDS BAY"
FITCHBURG,FITCHBURG,MA,"MA,FITCHBURG","MA,FITCHBURG"
FRAMINGHAM,FRAMINGHAM,MA,"MA,FRAMINGHAM","MA,FRAMINGHAM"
GREENFIELD,GREENFIELD,MA,"MA,GREENFIELD","MA,GREENFIELD"
HYANNIS,HYANNIS,MA,"MA,HYANNIS","MA,HYANNIS"
LAWRENCE,LAWRENCE,MA,"MA,LAWRENCE","MA,LAWRENCE"
LOWELL,LOWELL,MA,"MA,LOWELL","MA,LOWELL"
NEW BEDFORD,NEW BEDFORD,MA,"MA,NEW BEDFORD","MA,NEW BEDFORD"
PITTSFIELD,PITTSFIELD,MA,"MA,PITTSFIELD","MA,PITTSFIELD"
SPRINGFIELD,SPRINGFIELD,MA,"MA,SPRINGFIELD","MA,SPRINGFIELD"
WORCESTER,WORCESTER,MA,"MA,WORCESTER","MA,WORCESTER"
ANN ARBOR,ANN ARBOR,MI,"MI,ANN ARBOR","MI,ANN ARBOR"
BATTLE CREEK,BATTLE CREEK,MI,"MI,BATTLE CREEK","MI,BATTLE CREEK"
BAY CITY,BAY CITY,MI,"MI,BAY CITY","MI,BAY CITY"
DETROIT,DETROIT,MI,"MI,DETROIT","MI,DETROIT"
FLINT,FLINT,MI,"MI,FLINT","MI,FLINT"
GAYLORD,GAYLORD,MI,"MI,GAYLORD","MI,GAYLORD"
GRAND RAPIDS,GRAND RAPIDS,MI,"MI,GRAND RAPIDS","MI,GRAND RAPIDS"
IRON MOUNTAIN,IRON MOUNTAIN,MI,"MI,IRON MOUNTAIN","MI,IRON MOUNTAIN"
JACKSON,JACKSON,MI,"MI,JACKSON","MI,JACKSON"
KALAMAZOO,KALAMAZOO,MI,"MI,KALAMAZOO","MI,KALAMAZOO"
LANSING,LANSING,MI,"MI,LANSING","MI,LANSING"
MUSKEGON,MUSKEGON,MI,"MI,MUSKEGON","MI,MUSKEGON"
ROYAL OAK,ROYAL OAK,MI,"MI,ROYAL OAK","MI,ROYAL OAK"
SAGINAW,SAGINAW,MI,"MI,SAGINAW","MI,SAGINAW"
TRAVERSE CITY,TRAVERSE CITY,MI,"MI,TRAVERSE CITY","MI,TRAVERSE CITY"
BEMIDJI,BEMIDJI,MN,"MN,BEMIDJI","MN,BEMIDJI"
BRAINERD,BRAINERD,MN,"MN,BRAINERD","MN,BRAINERD"
DETROIT LAKES,DETROIT LAKES,MN,"MN,DETROIT LAKES","MN,DETROIT LAKES"
DULUTH,DULUTH,MN,"MN,DULUTH","MN,DULUTH"
MANKATO,MANKATO,MN,"MN,MANKATO","MN,MANKATO"
MINNEAPOLIS,MINNEAPOLIS,MN,"MN,MINNEAPOLIS","MN,MINNEAPOLIS"
ROCHESTER,ROCHESTER,MN,"MN,ROCHESTER","MN,ROCHESTER"
SAINT PAUL,SAINT PAUL,MN,"MN,SAINT PAUL","MN,SAINT PAUL"
ST. CLOUD,ST. CLOUD,MN,"MN,ST. CLOUD","MN,ST. CLOUD"
THIEF RIVER FALLS,THIEF RIVER FALLS,MN,"MN,THIEF RIVER FALLS","MN,THIEF RIVER FALLS"
WILLMAR,WILLMAR,MN,"MN,WILLMAR","MN,WILLMAR"
WINDOM,WINDOM,MN,"MN,WINDOM","MN,WINDOM"
BILOXI,BILOXI,MS,"MS,BILOXI","MS,BILOXI"
CLARKSDALE,CLARKSDALE,MS,"MS,CLARKSDALE","MS,CLARKSDALE"
COLUMBUS,COLUMBUS,MS,"MS,COLUMBUS","MS,COLUMBUS"
GREENVILLE,GREENVILLE,MS,"MS,GREENVILLE","MS,GREENVILLE"
GREENWOOD,GREENWOOD,MS,"MS,GREENWOOD","MS,GREENWOOD"
JACKSON,JACKSON,MS,"MS,JACKSON","MS,JACKSON"
LAUREL,LAUREL,MS,"MS,LAUREL","MS,LAUREL"
MCCOMB,MCCOMB,MS,"MS,MCCOMB","MS,MCCOMB"
MERIDIAN,MERIDIAN,MS,"MS,MERIDIAN","MS,MERIDIAN"
TUPELO,TUPELO,MS,"MS,TUPELO","MS,TUPELO"
BOWLING GREEN,BOWLING GREEN,MO,"MO,BOWLING GREEN","MO,BOWLING GREEN"
CAPE GIRARDEAU,CAPE GIRARDEAU,MO,"MO,CAPE GIRARDEAU","MO,CAPE GIRARDEAU"
CHILLICOTHE,CHILLICOTHE,MO,"MO,CHILLICOTHE","MO,CHILLICOTHE"
COLUMBIA,COLUMBIA,MO,"MO,COLUMBIA","MO,COLUMBIA"
FLAT RIVER,FLAT RIVER,MO,"MO,FLAT RIVER","MO,FLAT RIVER"
HANNIBAL,HANNIBAL,MO,"MO,HANNIBAL","MO,HANNIBAL"
HARRISONVILLE,HARRISONVILLE,MO,"MO,HARRISONVILLE","MO,HARRISONVILLE"
JEFFERSON CITY,JEFFERSON CITY,MO,"MO,JEFFERSON CITY","MO,JEFFERSON CITY"
JOPLIN,JOPLIN,MO,"MO,JOPLIN","MO,JOPLIN"
KANSAS CITY,KANSAS CITY,MO,"MO,KANSAS CITY","MO,KANSAS CITY"
KIRKSVILLE,KIRKSVILLE,MO,"MO,KIRKSVILLE","MO,KIRKSVILLE"
POPLAR BLUFF,POPLAR BLUFF,MO,"MO,POPLAR BLUFF","MO,POPLAR BLUFF"
ROLLA,ROLLA,MO,"MO,ROLLA","MO,ROLLA"
SEDALIA,SEDALIA,MO,"MO,SEDALIA","MO,SEDALIA"
SIKESTON,SIKESTON,MO,"MO,SIKESTON","MO,SIKESTON"
SPRINGFIELD,SPRINGFIELD,MO,"MO,SPRINGFIELD","MO,SPRINGFIELD"
ST. JOSEPH,ST. JOSEPH,MO,"MO,ST. JOSEPH","MO,ST. JOSEPH"
ST. LOUIS,ST. LOUIS,MO,"MO,ST. LOUIS","MO,ST. LOUIS"
BILLINGS,BILLINGS,MT,"MT,BILLINGS","MT,BILLINGS"
BUTTE,BUTTE,MT,"MT,BUTTE","MT,BUTTE"
GREAT FALLS,GREAT FALLS,MT,"MT,GREAT FALLS","MT,GREAT FALLS"
HAVRE,HAVRE,MT,"MT,HAVRE","MT,HAVRE"
HELENA,HELENA,MT,"MT,HELENA","MT,HELENA"
KALISPELL,KALISPELL,MT,"MT,KALISPELL","MT,KALISPELL"
MILES CITY,MILES CITY,MT,"MT,MILES CITY","MT,MILES CITY"
MISSOULA,MISSOULA,MT,"MT,MISSOULA","MT,MISSOULA"
WOLF POINT,WOLF POINT,MT,"MT,WOLF POINT","MT,WOLF POINT"
ALLIANCE,ALLIANCE,NE,"NE,ALLIANCE","NE,ALLIANCE"
COLUMBUS,COLUMBUS,NE,"NE,COLUMBUS","NE,COLUMBUS"
GRAND ISLAND,GRAND ISLAND,NE,"NE,GRAND ISLAND","NE,GRAND ISLAND"
HASTINGS,HASTINGS,NE,"NE,HASTINGS","NE,HASTINGS"
LINCOLN,LINCOLN,NE,"NE,LINCOLN","NE,LINCOLN"
MCCOOK,MCCOOK,NE,"NE,MCCOOK","NE,MCCOOK"
NORFOLK,NORFOLK,NE,"NE,NORFOLK","NE,NORFOLK"
NORTH PLATTE,NORTH PLATTE,NE,"NE,NORTH PLATTE","NE,NORTH PLATTE"
OMAHA,OMAHA,NE,"NE,OMAHA","NE,OMAHA"
VALENTINE,VALENTINE,NE,"NE,VALENTINE","NE,VALENTINE"
CARSON CITY,CARSON CITY,NV,"NV,CARSON CITY","NV,CARSON CITY"
ELKO,ELKO,NV,"NV,ELKO","NV,ELKO"
ELY,ELY,NV,"NV,ELY","NV,ELY"
LAS VEGAS,LAS VEGAS,NV,"NV,LAS VEGAS","NV,LAS VEGAS"
RENO,RENO,NV,"NV,RENO","NV,RENO"
CHARLESTON,CHARLESTON,NH,"NH,CHARLESTON","NH,CHARLESTON"
CLAREMONT,CLAREMONT,NH,"NH,CLAREMONT","NH,CLAREMONT"
CONCORD,CONCORD,NH,"NH,CONCORD","NH,CONCORD"
KEENE,KEENE,NH,"NH,KEENE","NH,KEENE"
LITTLETON,LITTLETON,NH,"NH,LITTLETON","NH,LITTLETON"
MANCHESTER,MANCHESTER,NH,"NH,MANCHESTER","NH,MANCHESTER"
NASHUA,NASHUA,NH,"NH,NASHUA","NH,NASHUA"
PORTSMOUTH,PORTSMOUTH,NH,"NH,PORTSMOUTH","NH,PORTSMOUTH"
ATLANTIC CITY,ATLANTIC CITY,NJ,"NJ,ATLANTIC CITY","NJ,ATLANTIC CITY"
CAMDEN,CAMDEN,NJ,"NJ,CAMDEN","NJ,CAMDEN"
DOVER,DOVER,NJ,"NJ,DOVER","NJ,DOVER"
ELIZABETH,ELIZABETH,NJ,"NJ,ELIZABETH","NJ,ELIZABETH"
HACKENSACK,HACKENSACK,NJ,"NJ,HACKENSACK","NJ,HACKENSACK"
JERSEY CITY,JERSEY CITY,NJ,"NJ,JERSEY CITY","NJ,JERSEY CITY"
LONG BRANCH,LONG BRANCH,NJ,"NJ,LONG BRANCH","NJ,LONG BRANCH"
NEW BRUNSWICK,NEW BRUNSWICK,NJ,"NJ,NEW BRUNSWICK","NJ,NEW BRUNSWICK"
NEWARK,NEWARK,NJ,"NJ,NEWARK","NJ,NEWARK"
PATERSON,PATERSON,NJ,"NJ,PATERSON","NJ,PATERSON"
POINT PLEASANT,POINT PLEASANT,NJ,"NJ,POINT PLEASANT","NJ,POINT PLEASANT"
SUMMIT,SUMMIT,NJ,"NJ,SUMMIT","NJ,SUMMIT"
TRENTON,TRENTON,NJ,"NJ,TRENTON","NJ,TRENTON"
VINELAND,VINELAND,NJ,"NJ,VINELAND","NJ,VINELAND"
ALBUQUERQUE,ALBUQUERQUE,NM,"NM,ALBUQUERQUE","NM,ALBUQUERQUE"
CARRIZOZO,CARRIZOZO,NM,"NM,CARRIZOZO","NM,CARRIZOZO"
CLOVIS,CLOVIS,NM,"NM,CLOVIS","NM,CLOVIS"
FARMINGTON,FARMINGTON,NM,"NM,FARMINGTON","NM,FARMINGTON"
GALLUP,GALLUP,NM,"NM,GALLUP","NM,GALLUP"
LAS CRUCES,LAS CRUCES,NM,"NM,LAS CRUCES","NM,LAS CRUCES"
LAS VEGAS,LAS VEGAS,NM,"NM,LAS VEGAS","NM,LAS VEGAS"
ROSWELL,ROSWELL,NM,"NM,ROSWELL","NM,ROSWELL"
SANTA FE,SANTA FE,NM,"NM,SANTA FE","NM,SANTA FE"
SOCORRO,SOCORRO,NM,"NM,SOCORRO","NM,SOCORRO"
TRUTH/CONSEQUENCES,TRUTH/CONSEQUENCES,NM,"NM,TRUTH/CONSEQUENCES","NM,TRUTH/CONSEQUENCES"
TUCUMCARI,TUCUMCARI,NM,"NM,TUCUMCARI","NM,TUCUMCARI"
ALBANY,ALBANY,NY,"NY,ALBANY","NY,ALBANY"
BINGHAMTON,BINGHAMTON,NY,"NY,BINGHAMTON","NY,BINGHAMTON"
BRONX,BRONX,NY,"NY,BRONX","NY,BRONX"
BROOKLYN,BROOKLYN,NY,"NY,BROOKLYN","NY,BROOKLYN"
BUFFALO,BUFFALO,NY,"NY,BUFFALO","NY,BUFFALO"
ELMIRA,ELMIRA,NY,"NY,ELMIRA","NY,ELMIRA"
FAR ROCKAWAY,FAR ROCKAWAY,NY,"NY,FAR ROCKAWAY","NY,FAR ROCKAWAY"
FLUSHING,FLUSHING,NY,"NY,FLUSHING","NY,FLUSHING"
GLENS FALLS,GLENS FALLS,NY,"NY,GLENS FALLS","NY,GLENS FALLS"
HICKSVILLE,HICKSVILLE,NY,"NY,HICKSVILLE","NY,HICKSVILLE"
JAMAICA,JAMAICA,NY,"NY,JAMAICA","NY,JAMAICA"
JAMESTOWN,JAMESTOWN,NY,"NY,JAMESTOWN","NY,JAMESTOWN"
KINGSTON,KINGSTON,NY,"NY,KINGSTON","NY,KINGSTON"
LONG ISLAND CITY,LONG ISLAND CITY,NY,"NY,LONG ISLAND CITY","NY,LONG ISLAND CITY"
MONTICELLO,MONTICELLO,NY,"NY,MONTICELLO","NY,MONTICELLO"
MOUNT VERNON,MOUNT VERNON,NY,"NY,MOUNT VERNON","NY,MOUNT VERNON"
NEW ROCHELLE,NEW ROCHELLE,NY,"NY,NEW ROCHELLE","NY,NEW ROCHELLE"
NEW YORK,NEW YORK,NY,"NY,NEW YORK","NY,NEW YORK"
NIAGARA FALLS,NIAGARA FALLS,NY,"NY,NIAGARA FALLS","NY,NIAGARA FALLS"
PLATTSBURGH,PLATTSBURGH,NY,"NY,PLATTSBURGH","NY,PLATTSBURGH"
POUGHKEEPSIE,POUGHKEEPSIE,NY,"NY,POUGHKEEPSIE","NY,POUGHKEEPSIE"
QUEENS,QUEENS,NY,"NY,QUEENS","NY,QUEENS"
RIVERHEAD,RIVERHEAD,NY,"NY,RIVERHEAD","NY,RIVERHEAD"
ROCHESTER,ROCHESTER,NY,"NY,ROCHESTER","NY,ROCHESTER"
SCHENECTADY,SCHENECTADY,NY,"NY,SCHENECTADY","NY,SCHENECTADY"
STATEN ISLAND,STATEN ISLAND,NY,"NY,STATEN ISLAND","NY,STATEN ISLAND"
SUFFERN,SUFFERN,NY,"NY,SUFFERN","NY,SUFFERN"
SYRACUSE,SYRACUSE,NY,"NY,SYRACUSE","NY,SYRACUSE"
UTICA,UTICA,NY,"NY,UTICA","NY,UTICA"
WATERTOWN,WATERTOWN,NY,"NY,WATERTOWN","NY,WATERTOWN"
WHITE PLAINS,WHITE PLAINS,NY,"NY,WHITE PLAINS","NY,WHITE PLAINS"
YONKERS,YONKERS,NY,"NY,YONKERS","NY,YONKERS"
ASHEVILLE,ASHEVILLE,NC,"NC,ASHEVILLE","NC,ASHEVILLE"
CHARLOTTE,CHARLOTTE,NC,"NC,CHARLOTTE","NC,CHARLOTTE"
DURHAM,DURHAM,NC,"NC,DURHAM","NC,DURHAM"
ELIZABETH CITY,ELIZABETH CITY,NC,"NC,ELIZABETH CITY","NC,ELIZABETH CITY"
FAYETTEVILLE,FAYETTEVILLE,NC,"NC,FAYETTEVILLE","NC,FAYETTEVILLE"
GASTONIA,GASTONIA,NC,"NC,GASTONIA","NC,GASTONIA"
GREENSBORO,GREENSBORO,NC,"NC,GREENSBORO","NC,GREENSBORO"
HICKORY,HICKORY,NC,"NC,HICKORY","NC,HICKORY"
KINSTON,KINSTON,NC,"NC,KINSTON","NC,KINSTON"
MURPHY,MURPHY,NC,"NC,MURPHY","NC,MURPHY"
RALEIGH,RALEIGH,NC,"NC,RALEIGH","NC,RALEIGH"
ROCKY MOUNT,ROCKY MOUNT,NC,"NC,ROCKY MOUNT","NC,ROCKY MOUNT"
WILMINGTON,WILMINGTON,NC,"NC,WILMINGTON","NC,WILMINGTON"
WINSTON-SALEM,WINSTON-SALEM,NC,"NC,WINSTON-SALEM","NC,WINSTON-SALEM"
BISMARCK,BISMARCK,ND,"ND,BISMARCK","ND,BISMARCK"
DEVILS LAKE,DEVILS LAKE,ND,"ND,DEVILS LAKE","ND,DEVILS LAKE"
DICKINSON,DICKINSON,ND,"ND,DICKINSON","ND,DICKINSON"
FARGO,FARGO,ND,"ND,FARGO","ND,FARGO"
GRAND FORKS,GRAND FORKS,ND,"ND,GRAND FORKS","ND,GRAND FORKS"
JAMESTOWN,JAMESTOWN,ND,"ND,JAMESTOWN","ND,JAMESTOWN"
MINOT,MINOT,ND,"ND,MINOT","ND,MINOT"
WILLISTON,WILLISTON,ND,"ND,WILLISTON","ND,WILLISTON"
